area,bb_ratio,falling,position,variance
701.1979324021813,1.3690988365159482,1,3,11788.984312221493
756.7999413593207,2.046511886249704,1,3,16206.076388888889
1542.9115915001166,1.8366921443977047,1,3,15714.170132325147
1479.0,1.7586206896551724,1,3,16242.979591836736
794.4999878662857,1.907563129664613,1,3,14877.495844875348
1227.6075201429776,2.5341016843164508,1,3,16254.77551020408
1593.629512903135,1.1665478902784838,1,3,15747.701478550603
627.6620613819177,2.0790818166379843,1,3,12131.756172839505
1281.3521993848553,2.1311475409836067,1,3,14793.1875
1949.2203918960877,1.3076921784847442,1,3,11033.70086790474
3001.6143352669314,1.1343489718226876,1,3,16061.778259277344
1877.192405839378,1.395721980757859,1,3,16161.882653061226
1782.9168715400738,1.690880885866871,1,3,15702.740353954086
1021.753299083095,2.7715519330917946,1,3,12964.359375
635.0746430145882,2.6204379159608022,1,3,13803.021651874049
573.4109197734506,3.329140728725499,1,3,11935.12110726644
2173.122579609553,1.5127611514198902,1,3,15617.162882728893
2334.356469552178,1.4333333112773272,1,3,12807.35743801653
987.0,2.238095238095238,1,3,14810.249307479226
2675.750396274263,1.2983256553252192,1,3,15127.609977324266
2098.096714182757,1.7754859741015778,1,3,15486.1875
958.1185277925542,1.8389554883089982,1,3,12572.9739
1220.627841171845,2.2849631561109245,1,3,13214.858808106577
1564.4142099022865,2.8701295645626805,1,3,15580.078936547785
1565.2867996575587,2.1525424316239405,1,3,15830.859375
1948.306439134889,1.9280155344354233,1,3,15130.47091412742
1946.3406213837952,1.9260701899629897,1,3,13012.947499999997
794.0198848073051,3.0184050464968295,1,3,11788.984312221492
1721.353679318272,1.7619047154118312,1,3,14339.999375
2133.4369430268416,1.6609807795963307,1,3,11238.888888888892
1940.4323417861015,1.92746112806051,1,3,13144.7021484375
2246.705846779514,1.3706177129909638,1,3,16160.059171597633
1917.7784396444622,1.5888704911714746,1,3,16160.059171597635
1862.1891148872674,1.8497409338883675,1,3,13591.684116277927
1143.9542305276118,1.4845735094562558,1,3,11531.181947069945
676.9756127331639,2.3796297270068685,1,3,13729.033469387754
1108.8709462120096,2.648351454755015,1,3,15207.723922902493
538.6839933691735,3.336021654466504,1,3,13867.484375
1041.300236419287,1.8988763907668742,1,3,13747.313456632655
807.5294116992154,1.7727271346163298,1,3,12081.102071005918
1792.800006204896,1.4457832134507667,1,3,14539.18359375
493.49995942168607,2.238095112705973,1,3,12853.865823075286
951.1383394768927,1.0952381568795986,1,3,13164.722779693595
1712.9411452673812,1.7230769565812072,1,3,13478.96
1268.8003646850848,2.131147553798363,1,3,13955.677295918367
928.7131067073788,2.654263353419889,1,3,14450.0
660.4117753353275,2.116504875335391,1,3,12418.27271744578
1484.9839804711664,2.005571025564137,1,3,12133.922114158162
992.4458268906164,1.353909449075452,1,3,14850.0
504.3556988276541,4.092417265586329,1,3,16228.02734375
1187.7475228791009,1.1532933316026035,0,2,15506.0987654321
806.5091138799617,1.3328243770519335,0,2,16245.282720526227
1003.0,3.4705882352941178,0,2,16040.69421487603
1332.562139607122,1.936768176108056,0,2,13874.64172116528
1211.8536951675633,1.0682494258636734,0,2,16251.734375
529.7297342744641,1.5312499262938366,0,2,15055.360946745559
837.0,1.1481481481481481,0,2,12043.059917355373
2279.1690533794463,1.351170635038579,0,2,14567.130328462743
338.08023373682227,2.9052633365684124,0,2,12841.30859375
705.1221330497938,1.038135564690405,0,2,16174.977043158859
836.9060733867082,1.4304931487167727,0,2,16238.1875
364.68297526974493,1.887640495693686,0,2,15606.0
1554.7550267149927,1.206349186109402,0,2,16174.977043158864
439.46105002307013,1.089605556052586,0,2,16174.977043158864
879.4151201770146,1.155905514642376,0,2,16256.25
528.6768409805918,1.7042251080732174,0,2,14273.88038548753
465.4069790641079,1.6718345889897317,0,2,16233.950617283954
283.1058399167887,1.8359375689989526,0,2,12793.380177514793
858.1759781687942,2.425149664777059,0,2,15017.751479289938
614.7815796029608,1.9216152502789325,0,2,16125.323594674557
1216.5181197354032,1.797074949873532,0,2,15606.0
335.29055531721315,2.3608247645428166,0,2,12741.24234375
302.4438948185543,3.1124032931389585,0,2,13897.066326530614
96.8000020980835,1.2499999729069802,0,2,16241.322314049585
1550.3088659422647,2.313291178877249,0,2,13016.404257015305
126.0,1.5555555555555556,0,2,11419.679752066118
1006.9998298190112,1.3947369635255624,0,2,14626.109375
979.038303367066,2.615640577348631,0,2,12897.520661157023
660.7230227231921,1.5193050719224164,0,2,14106.663223140496
604.0001089099824,1.9602650604137721,0,2,10466.75825962539
761.7146460969234,1.4567627416778217,0,1,14610.472623966944
942.3120654178092,1.0662823229366334,0,1,14450.0
533.7870672962454,2.0925112294358885,0,1,9811.728395061726
704.9678017499391,1.0299849056251627,0,1,14259.993425378043
722.4827100920083,1.7962963279981086,0,1,16039.820636094673
351.7241321832116,1.0199999301545721,0,1,12527.21935595568
1011.6633480443852,1.1917807178909743,0,1,15784.903047091411
864.0,1.1851851851851851,0,1,14873.33984375
907.8691406810249,1.3301127646802957,0,1,15676.243055555551
1238.4016544345068,1.3907734340588802,0,1,16240.764317558296
761.3033349365069,2.413875661550401,0,1,10992.229272959186
450.99998360186873,1.3414635288062258,0,1,14263.557174201052
788.1099323391754,1.4394162259432077,0,1,15112.015826738858
434.42008843068106,1.897196237533121,0,1,15168.956227705114
460.3733502464711,1.4606203760872771,0,1,15171.37109375
900.9111145704446,2.161409847824724,0,1,10443.30971245387
165.94116373367433,1.4677419875623978,0,1,9603.80859375
488.3999095088366,2.242424297253869,0,1,14101.147928994082
436.8574239696318,1.0461894156761793,0,1,16078.472222222223
1214.6568341690727,1.4310848973068981,0,1,16052.906152614267
799.9999186692003,1.5625001580506979,0,1,16187.958140432102
377.9999003452758,2.058200926021384,0,1,15996.373365041618
1065.1952718622124,1.5716584445399326,0,1,15465.234375
1099.6720652738004,1.5876920766678182,0,1,16255.257797241211
559.9999883649434,1.857142904216949,0,1,14675.54630593132
511.3928027312213,2.28772642167813,0,1,14450.0
1072.671444282052,1.5180101847671632,0,1,15518.49454463226
436.8262086138111,2.150568264131023,0,1,13420.6875
395.9999822467471,1.4558823580433824,0,1,14187.596183441057
244.58541422890994,1.1847825892160502,0,1,11829.708636836629
