area,bb_ratio,falling,hue1,hue2,hue3,hue4,hue5,hue6,hue7,position,variance
1785,1.457142857142857,1,0.001043659816604665,1.257906684544457e-07,1.128342996262081e-11,5.867175803632186e-12,4.6391531677820966e-23,2.0721279986340242e-15,-1.12579946315929e-23,3,6384.408163265306
1806,1.0238095238095237,1,0.0009176244702518441,1.3834207935949964e-08,1.5458275779031744e-12,6.643359638339995e-13,-5.188401163015254e-25,-5.564330001216289e-17,-4.289998542944867e-25,3,6626.511848655092
1122,1.0303030303030303,0,0.0013906067173832964,2.6857614079046138e-08,2.7020895479870654e-11,1.0556129992759752e-10,-3.2784692743993723e-21,-9.090171782573597e-15,4.586505484151123e-21,1,10143.853305785124
1406,1.027027027027027,0,0.0011281947637554485,7.364592597827829e-09,5.560755025750562e-12,3.4546893484314997e-12,8.433045735068711e-24,-1.6248515080727192e-16,1.257620312437694e-23,1,7867.592253479805
1020,1.1333333333333333,0,0.0012927894517438063,1.9169165910515731e-07,5.4206464256277285e-11,4.923591445756477e-11,1.9411931621301364e-21,1.698253694039918e-15,1.6436733915675478e-21,1,9116.0
1184,1.15625,0,0.0011289222077176797,5.4209649054199194e-08,3.352189174861458e-11,6.480882175847798e-12,-9.551255013353569e-23,-4.240997395202141e-16,1.5202791040822741e-24,1,8572.6318359375
1044,1.2413793103448276,0,0.0013329046220333684,4.230207853110102e-08,2.491401654155218e-10,9.104254943323231e-11,1.3620412289992383e-20,1.7541038682291322e-14,1.5788130985632947e-21,1,10922.634058330032
1330,1.0857142857142856,0,0.001204459521251905,2.285002502251005e-08,2.5561521884455483e-11,3.335684425482473e-11,-6.346439091291291e-22,-1.0271629734650413e-15,-7.388875451808e-22,1,7537.885917802025
980,1.25,0,0.001280080285079185,2.468452562798024e-07,2.286544490461271e-10,6.873785434966791e-11,8.094808193578093e-21,2.6465321813128447e-14,2.955712979882779e-21,1,10679.360969387757
1575,1.2857142857142858,0,0.0011948927443210242,1.68985834421237e-07,9.433377320876108e-11,1.6347025531840498e-11,-6.014353553913987e-22,-5.6807811895538e-15,2.2440434122138677e-22,1,9584.47201814059
1260,1.0285714285714285,0,0.001244639793497804,2.3121144475342497e-08,7.147169271551532e-11,8.287544127774263e-11,-5.220117874225509e-21,-8.856533503197497e-15,-3.6651389800556136e-21,1,9571.240929705215
1558,1.0789473684210527,0,0.0011423153669870931,1.0818967238602254e-07,8.385002448191174e-11,4.79974979174759e-12,9.239714495245246e-23,7.981973866436506e-16,2.710091238933049e-23,1,9370.339512326953
1320,1.4666666666666666,0,0.0011603586067755341,1.2916604845505026e-07,1.150872992621616e-10,2.655008619323367e-12,4.562832138799945e-23,-4.514730034218276e-16,8.482608245585805e-24,1,8221.572314049587
1080,1.4814814814814814,0,0.0012531538251516119,2.7091051085623954e-07,3.031605280367394e-11,4.9280301729639955e-11,1.246581475454367e-21,1.8083764360613763e-14,1.4402247201213293e-21,1,8624.2862654321
1225,1.0,0,0.0011399669870748954,3.6616231863283816e-08,1.1568293305913391e-12,6.763222048170157e-12,-5.076398064087499e-24,-1.0329590801141597e-15,-1.8223727687978522e-23,1,8299.974077467723
1140,1.2666666666666666,0,0.0013027705262835328,8.186900775862917e-08,2.0859621149194186e-11,3.526099500593475e-11,8.000078402340394e-22,9.492474368091875e-15,-5.239283581480853e-22,1,8528.45204293629
1584,1.4545454545454546,0,0.0010170543656228253,1.9971562733512193e-07,3.2599509716865787e-11,2.3308151962009214e-12,1.510833496773141e-23,6.311244971340818e-16,-1.358430599586036e-23,1,8501.91321955349
1247,1.4827586206896552,0,0.0012157914176233364,2.6165469510848274e-07,4.505911436835666e-11,4.74821605328154e-12,-6.792027395551507e-23,-9.96653973402551e-16,-1.450749025037525e-23,1,10138.237881581392
1258,1.088235294117647,0,0.0011937439702625913,8.446851880286015e-08,1.5385916359024157e-11,1.7912607552853384e-12,8.9947765647001e-24,1.786682341030528e-16,2.7429965826805835e-24,1,8265.339663988314
1326,1.1470588235294117,0,0.0011991645658189424,1.0404089756423229e-07,1.787180709997497e-11,3.295402104678509e-12,2.511324300192402e-23,6.645281569894091e-16,2.9838422078847158e-24,1,7700.0
1326,1.1470588235294117,0,0.0011727704497026404,1.6493669984119581e-07,3.76996864704207e-11,2.5339857886782806e-12,-3.298105020193129e-24,4.768489924350905e-16,-2.4546520567031875e-23,1,9886.982248520711
1452,1.3333333333333333,0,0.0010610269449479908,3.933774861647097e-08,6.409906821554922e-14,2.0874503584524562e-11,-1.2331088725544152e-23,2.9238869174206907e-15,2.0760219498157296e-23,1,8076.09399545796
1386,1.2727272727272727,0,0.0012102932903129571,6.983876555936332e-08,3.6011812880914316e-11,1.2485062241576272e-11,2.105960111884982e-22,3.292423598203656e-15,1.6041519856210176e-22,1,8162.093101703492
1178,1.2258064516129032,0,0.00119389490706928,9.651118968037775e-08,9.669500400350186e-12,2.398438015348221e-11,2.395505340745748e-22,-2.1642479062826302e-16,2.7572793579895704e-22,1,7348.607914337847
1295,1.0571428571428572,0,0.0012469100375839797,1.421089790548812e-07,1.9934667213724347e-11,2.2924487285972328e-11,2.8634686978917304e-22,1.3056306118847281e-15,3.9770523847264153e-22,1,8969.749019841684
1240,1.2903225806451613,0,0.0013270887150153689,9.044730862029641e-08,5.1236091071145825e-11,2.4069345695697353e-11,4.639453169485563e-22,1.1982773652646714e-15,7.065407354130764e-22,1,10775.474765868888
1248,1.21875,0,0.0014750222754744552,2.0584118420603116e-07,3.739702149483414e-11,1.0119366312866908e-11,1.0357950171198358e-22,4.388050218810123e-15,1.6740233162103137e-22,1,10875.53378675111
1292,1.1176470588235294,0,0.001333348069866075,1.3029510770826707e-07,2.1816344002208108e-11,2.1404239906941493e-11,-4.378628074615702e-22,5.213470534665784e-15,-1.490333719702785e-22,1,10023.563019390582
1296,1.0,0,0.001323565607341027,4.736933100796855e-08,1.671800019470373e-11,5.323396183075077e-12,4.5498841952865205e-23,1.1579453441773353e-15,2.1257656526590703e-23,1,10577.30182077332
874,1.6521739130434783,0,0.0013995575357964687,4.826217048700866e-07,2.1586748196931873e-12,7.271841734616104e-12,1.6870762409683336e-23,-2.672621963966586e-15,2.335505061972919e-23,1,8075.730517780373
1144,1.6923076923076923,0,0.0011109578532537505,2.1594975441240153e-07,9.456061466420224e-11,1.8900828263804525e-11,-2.7722952301659954e-22,-8.305922563721467e-15,-7.494210251433427e-22,1,8025.922244822486
1360,1.1764705882352942,0,0.0012907051150102202,5.336608607095037e-08,7.106248045665937e-11,1.7010722545173563e-11,-4.2001643607412215e-22,-2.8799498921722916e-15,-4.163858850174347e-22,1,9105.43359375
