,falling,area,bb_ratio,hu1,hu2,hu3,hu4,hu5,hu6,hu7,variance
102,0,924,1.17857142857,0.00110506026868,2.474714358e-08,8.51381242036e-11,2.47763043734e-11,-1.07765488199e-21,2.76053975282e-15,3.65448068589e-22,15494.6333699
103,0,999,1.37037037037,0.00164263511605,2.76320535231e-07,4.15591368824e-10,2.90478421849e-10,5.69359144019e-20,1.33008010603e-13,-8.33331065705e-20,16240.5964523
104,0,960,1.06666666667,0.00174044598125,1.05429460109e-07,6.1244968592e-11,8.17600375213e-10,-3.8571187143e-20,2.47869792836e-13,1.78844033665e-19,16042.8161621
105,0,1288,1.64285714286,0.00140686627512,3.64034885319e-07,1.42121458549e-11,1.15284435248e-11,1.05091643685e-23,-2.52300157776e-15,-1.47191152659e-22,15624.0476924
106,0,1496,1.29411764706,0.00117423432683,1.13010412531e-07,5.11367677423e-11,3.39263730812e-11,1.54493225254e-22,3.11141792329e-15,-1.40462893664e-21,14596.6135072
107,0,1152,1.125,0.00152176478407,5.23565559256e-08,1.03502095836e-10,3.6196359796e-11,-2.15828982309e-21,6.98295633359e-15,5.00228907686e-22,16240.3747559
108,0,1692,1.30555555556,0.000928205041222,7.63714198778e-08,5.4666836583e-12,4.91028374345e-12,2.17937791708e-23,-7.11287555581e-16,-1.31239833962e-23,11615.8383004
109,0,1287,1.18181818182,0.00124141448154,5.42133626164e-08,3.84067189226e-11,8.97520785448e-11,-3.8406300604e-21,-1.56923395317e-15,-3.60795159103e-21,15657.4839302
110,0,1443,1.05405405405,0.00075068652507,1.98348306873e-09,1.01691148233e-12,3.6889769359e-13,1.80942037684e-25,-9.19400880356e-18,-1.35316640279e-25,6550.31357921
111,0,1023,1.06451612903,0.000830489739974,4.99908197164e-09,2.82792087182e-11,5.04739873933e-12,-6.0241926519e-23,3.43192559371e-16,-2.70135185921e-24,12480.8502679
112,0,1960,1.225,0.00104946930408,9.59920996404e-08,6.12271769641e-12,9.747808617e-12,6.03668452562e-23,3.90371828742e-16,-4.50212919392e-23,13479.8741084
113,0,1184,1.15625,0.000799288005756,1.30217980844e-08,7.06893856393e-13,2.0113478361e-13,-7.09685607235e-26,-2.29515656313e-17,2.67473743587e-26,9128.55528671
114,0,1260,1.02857142857,0.000810768496563,4.12006755624e-09,1.03227678829e-12,1.33384291183e-13,-4.74991048504e-26,-3.86482943988e-18,1.39111428721e-26,9371.20181406
115,0,2193,1.18604651163,0.00102029589378,7.44183253515e-08,3.93502595383e-11,1.43013113021e-11,1.85388230036e-22,-2.31497949764e-15,-2.84132304678e-22,13224.851271
116,0,1617,1.48484848485,0.00132833462326,3.60413536329e-07,7.70032938038e-11,1.32746112307e-11,1.01536643588e-22,3.53230894034e-15,4.1208690524e-22,15068.9425205
117,0,2107,1.13953488372,0.00103233298824,6.89634413384e-08,3.79353655275e-11,9.80819881229e-12,-1.26269627152e-22,-2.53629107664e-15,-1.40890494031e-22,13296.8022158
118,1,1870,1.61764705882,0.0011180963918,2.34457725509e-07,1.42451289697e-11,8.4740516074e-12,-2.77640921526e-23,-3.74346118284e-16,-8.88682748261e-23,13384.2644628
119,1,1739,1.27027027027,0.00102307633296,3.70974660723e-08,1.59840376172e-12,1.69387321666e-11,8.07250525593e-23,1.76566630055e-15,-3.53811143918e-23,13077.3718214
120,1,2280,1.425,0.000905128323816,1.3119225317e-07,7.01373464752e-12,7.40141672516e-12,-1.94863845813e-23,-2.07331413293e-15,-4.96391691223e-23,10127.0083102
121,1,1798,1.87096774194,0.00116257231154,4.16525229718e-07,7.54820588838e-12,5.600748544e-12,-2.83632877528e-23,-3.15348059151e-15,-2.28394674118e-23,12519.831391
122,1,1850,1.35135135135,0.000972677276639,8.02172369561e-08,1.41031997551e-12,4.32948349333e-12,-1.97316263254e-24,-5.42765169413e-16,-1.05147181342e-23,11158.29
123,1,1980,1.52777777778,0.00113705159819,1.84293689225e-07,1.40229924296e-12,6.91157308558e-12,2.02586489199e-23,-1.03655868038e-15,7.25099537438e-24,13562.482725
124,1,2016,1.55555555556,0.00106984997329,2.13488780118e-07,1.16110067749e-12,6.53767193982e-12,-1.73590812323e-23,-2.90455359267e-15,4.80686254831e-24,12029.3152547
125,1,1720,1.075,0.000759602496263,6.21740374413e-09,2.56205973753e-12,2.65877494169e-12,4.2919150562e-24,1.44948108149e-16,-5.45285651121e-24,7281.4416492
126,1,2150,1.16279069767,0.000866869092352,2.25655853678e-08,3.88573478608e-12,9.51190414848e-12,-3.73581379081e-24,-9.10625041026e-16,-5.77071500588e-23,10458.3129313
127,1,1976,1.36842105263,0.00089418528119,1.03352216598e-07,6.60021526431e-12,8.07494300594e-12,5.86385274187e-23,2.57249975854e-15,-6.05777562664e-24,9667.42805749
128,1,2340,1.53846153846,0.00101091889015,2.10481976045e-07,4.06311623273e-12,9.39071642868e-12,-5.65487902504e-23,-4.00019100198e-15,1.29230278051e-23,11735.4116946
129,1,2107,1.13953488372,0.000986807401307,3.98214118836e-09,1.14816971367e-13,5.0809285983e-12,3.55058397908e-24,2.38584893068e-16,-1.56643344151e-24,12272.7950023
130,1,1972,1.70588235294,0.00105452698373,2.69582294825e-07,1.8220596692e-12,4.02811420629e-12,1.25296620482e-24,-6.5927056912e-16,-1.08405744135e-23,11344.1736029
131,1,1862,1.28947368421,0.00089432191345,5.94149383508e-08,1.40405941946e-11,4.95432458664e-12,-1.14364896041e-23,4.66056055953e-17,-3.97066842938e-23,11301.2090775
132,1,1760,1.1,0.000918448747644,1.8892968795e-08,4.75999896724e-12,1.03826902992e-11,5.92998296558e-23,9.76746539694e-16,-4.25580885156e-23,11499.9533833
133,1,1620,2.22222222222,0.00134947462994,7.9069485078e-07,5.73316836484e-12,3.49820203831e-12,1.56166605729e-23,3.09239784418e-15,-1.24534378192e-24,12991.3973765
134,1,2668,1.26086956522,0.000795844083631,2.94109832564e-08,2.84304838092e-13,1.43715874578e-12,-8.96828766159e-25,2.45986581305e-17,-1.99029439948e-25,6546.09771693
135,1,2950,1.18,0.000844018681663,1.28688205241e-08,1.42325219637e-13,6.2596360274e-13,-7.75895107388e-26,8.25336844947e-19,1.69965292272e-25,8543.24265728
136,1,1539,2.11111111111,0.00161196844831,9.89763737381e-07,1.24084798075e-11,3.23352007008e-11,3.964527707e-22,2.8801707859e-14,-5.12189460776e-22,15280.7532422
137,1,2944,1.39130434783,0.000988527182288,6.83465977475e-08,1.17393974264e-12,6.72576205477e-13,5.90874218314e-25,1.62814416748e-16,-8.96315552221e-26,11831.1082231
138,1,2232,1.72222222222,0.00113303618788,3.12804299485e-07,2.53774930164e-12,6.46669211431e-12,8.25593866116e-24,-2.26068667695e-15,-2.48618157088e-23,12887.8829923
139,1,2262,1.48717948718,0.000947208642014,1.35162634686e-07,1.2416245211e-13,3.03787657347e-12,7.51906051928e-26,7.67434087615e-16,1.86422085044e-24,9993.43787158
